'duration','end_of_fade_in','key','loudness','start_of_fade_out','tempo','artist_familiarity','artist_hotttnesss','release_7digitalid','song_hotttnesss'
425.61261,0.0,4,-8.571,419.677,127.84,0.528563793158552,0.34003073938791123,469879,0.0
168.12363,1.355,1,-8.806,168.124,135.095,0.07551862406412492,0.0,191878,0.19463264746250433
230.37342,0.218,5,-4.958,216.602,102.949,0.6001815991684463,0.27605012538857815,710287,0.0
327.47057,0.0,7,-6.152,314.091,133.343,0.4870777511346747,0.31569027681555284,748788,0.21508031850922793
291.02975,0.0,1,-11.178,276.521,141.175,0.44275007890618917,0.3177528131268577,586435,0.0
251.61098,6.153,9,-13.573,233.006,90.011,0.5675109859285001,0.4308976087151808,138445,0.41967427880955327
178.36363,0.363,3,-10.576,170.905,186.423,0.42830026735594934,0.37123757358135073,342537,0.26586104921065007
77.21751,0.0,1,-10.447,71.639,151.215,0.3108524109487159,0.26413278015577557,224531,0.21204540548371908
188.55138,0.0,11,-5.032,177.975,146.141,0.8440395322273969,0.5243789875148084,468835,0.27827055796555322
209.05751,0.0,7,-3.08,206.582,110.016,0.8327574313141051,0.5463837481981597,141769,0.56759172504239119
432.90077,0.0,11,-9.173,419.503,85.351,0.8123195772139676,0.633409776061689,292788,0.56571585052379558
170.89261,0.256,0,-15.591,162.482,112.48,0.7506215981642149,0.49849797268552654,241409,0.23158498839158823
256.67873,0.403,0,-10.223,236.292,120.093,0.6453679560153077,0.4230219215750594,23964,0.21508031850922793
209.97179,0.0,2,-12.019,196.377,122.077,0.5839898424155631,0.47363666453384023,282122,0.26586104921065007
241.52771,4.18,2,-18.454,217.13,108.616,0.541611590603318,0.3456373142289708,205,0.0
247.24853,0.177,4,-7.518,234.899,120.08,0.6767556553226441,0.5437060505168373,318959,0.85259137966185983
216.5024,0.0,7,-9.911,205.752,142.121,0.7937080840071374,0.5898561799236971,21604,0.4541929882180224
209.00526,0.0,7,-5.945,203.064,153.785,0.767768809032461,0.536219992815098,284195,0.82808750884470872
226.66404,0.154,5,-5.303,223.161,188.018,0.9020629269028733,0.5546332305741549,132321,0.79361366761027763
269.47873,0.247,7,-15.391,263.808,69.487,0.5990199587515855,0.37486261636349727,633553,0.38679017713901431
238.44526,0.374,2,-8.931,233.587,68.242,0.6174214066397045,0.44925387694771113,625570,0.0
196.57098,2.194,1,-7.827,177.673,114.088,0.5855140069713186,0.36491403453505683,287254,0.78015722401935828
299.49342,0.0,9,-7.405,291.364,89.709,0.6168845440365633,0.34384449941445117,508188,0.50338123620631914
146.46812,0.326,2,-5.497,139.517,126.154,0.8421933500213756,0.5504228248591988,163978,0.43016063701845586
91.32363,0.0,9,-9.558,87.626,157.992,0.794331284495354,0.6506658682742238,282089,0.56009160326399199
145.08363,2.757,3,-9.098,133.555,108.888,0.5765687655936937,0.41252805157967043,152934,0.3775316449767025
201.97832,0.153,0,-10.015,197.097,104.358,0.42429413010909,0.3272396060497089,383862,0.0
311.95383,0.357,1,-7.487,300.751,140.085,0.5265152781107441,0.40658168035189596,704461,0.5114243256864599
230.5824,0.328,6,-5.79,223.951,147.99,0.6142822624698228,0.3993772317805291,225137,0.26586104921065007
203.44118,0.15,2,-12.293,200.87,182.542,0.5053782030752867,0.40368294931031784,324708,0.26586104921065007
121.57342,0.194,9,-8.37,113.888,132.368,0.43588984708830425,0.26803783963074496,695158,0.35513930220333156
276.40118,0.165,8,-9.75,262.438,168.069,0.3327377332221258,0.2580015796283461,148994,0.25383473613223129
225.54077,0.0,4,-5.75,218.622,160.022,0.595645308494379,0.4260093004837602,700068,0.0
194.63791,2.159,0,-12.828,186.427,120.538,0.5070099744588996,0.3230171966882887,193006,0.6362872244273321
143.0722,0.0,5,-11.341,137.932,134.132,0.730265183221149,0.4636738694438821,706807,0.4541929882180224
198.26893,0.0,6,-5.428,195.454,84.913,0.5486741747818619,0.305093197499329,633211,0.21508031850922793
183.97995,2.728,10,-9.689,181.563,58.165,0.5109930419063133,0.3792228610861676,72446,0.3775316449767025
206.31465,0.531,2,-6.447,197.822,140.076,0.40885047478141634,0.3389928026035713,423728,0.37598430150044215
389.61587,0.392,11,-7.915,383.158,139.991,0.6880408571516272,0.37230746346160065,58816,0.71063112544711404
266.05669,0.0,11,-10.762,253.527,153.264,0.6984525389455865,0.5029746364184818,62232,0.38393468427870303
265.24689,0.451,9,-8.387,256.023,131.458,0.7049944721075903,0.5048551544436319,295332,0.36037058271214062
99.49995,0.27,7,-5.301,99.5,228.637,0.8278537698666787,0.5173285835660317,165208,0.57011508557918977
164.54485,0.0,6,-10.897,154.912,148.045,0.8510730089495435,0.5904492768121657,1106,0.62061071806934964
270.13179,6.177,11,-3.225,265.747,126.182,0.772958317106957,0.46451800504983887,739252,0.0
329.01179,20.016,8,-22.184,322.577,107.709,0.5536370861963962,0.3602004478694047,134790,0.57972874861393564
295.36608,0.334,9,-4.707,281.124,120.18,0.6487226559769548,0.5085582524725953,570508,0.6049633995508662
231.99302,0.177,10,-11.573,220.793,111.418,0.6867208337716193,0.40809181858752275,34575,0.40723301490110481
214.9873,2.31,1,-11.588,207.337,119.612,0.8679511927983999,0.43413714031124645,667479,0.60455448492034791
213.78567,0.0,10,-6.065,204.614,96.57,0.7475565811197784,0.5502122435716671,283789,0.41373983586010971
310.64771,0.237,7,-9.013,305.342,126.537,0.5183101267586124,0.3981810549843257,13340,0.21204540548371908
207.72526,0.348,9,-9.727,195.663,81.982,0.7318222186514295,0.4249403308027947,47590,0.38679017713901431
229.642,2.891,0,-12.818,212.648,129.846,0.6061025147262629,0.39601875365133,22583,0.30416950343527516
548.38812,2.554,0,-24.568,499.821,156.27,0.32220706624961076,0.2887315999642018,481650,0.1922643816392289
343.562,0.084,8,-5.82,324.11,123.847,0.6716106398358989,0.42197396827851685,24380,0.86414165396540166
147.17342,0.247,5,-33.364,147.173,108.948,0.4895375024646455,0.343389814614625,469687,0.65480066243638213
249.83465,0.165,5,-4.73,234.963,100.058,0.6646909389368294,0.4292610290645234,337856,0.45744716708510053
173.322,0.56,5,-19.928,157.96,202.693,0.5825985412904522,0.3829806029065346,667495,0.0
214.72608,0.0,5,-11.277,209.403,158.419,0.19266385325317345,0.2436678562995151,532981,0.24509741423379555
155.11465,0.181,1,-11.459,142.338,124.595,0.4345400925913373,0.3186158114858279,641041,0.21204540548371908
273.29261,0.808,4,-17.805,266.67,114.276,0.291433259678306,0.15085776244515894,673874,0.0
154.40934,0.0,10,-6.609,137.242,139.706,0.7730756764142954,0.5867299132778079,16141,0.71848547465533397
162.71628,0.0,7,-10.257,162.716,126.948,0.6200271891846529,0.44037073066611837,29458,0.50964096555180449
246.80444,0.0,10,-3.93,231.631,135.021,0.7601522926114544,0.49183580600407006,295538,0.69104254558612443
44.30322,0.0,5,-2.03,40.316,208.167,0.6347645563707436,0.42397626349899253,771318,0.53066303014414939
417.48853,2.043,1,-21.69,406.239,53.354,0.1963120599843201,0.0,223560,0.21948217171712114
183.92771,0.414,7,-10.976,177.58,63.991,0.5527198181144033,0.3717110940407555,53688,0.27845917877986076
238.94159,0.0,11,-9.911,230.052,99.81,0.6142758429530866,0.3986332861319407,256249,0.35223222500534229
182.80444,0.311,2,-9.039,171.828,179.318,0.5758447565611612,0.42685185323555136,158342,0.0
203.49342,0.316,6,-7.913,189.306,91.003,0.7803098506846914,0.4856823691614736,694874,0.32773668317784083
170.73587,0.264,2,-13.316,159.858,90.121,0.46731892192565355,0.34668379451424397,27489,0.0
159.9473,0.0,0,-32.535,156.578,72.357,0.5941381543935025,0.38335705051828306,663635,0.4454545254934259
262.3473,0.287,11,-7.673,234.725,89.912,0.5532839112888692,0.34613566732493495,56789,0.40511572169138649
171.98975,0.27,2,-8.002,163.741,181.002,0.4339539951668355,0.31470046977659827,462098,0.23621627901094303
129.59302,0.0,9,-3.698,120.076,95.075,0.6810906917425594,0.48853612540190205,7851,0.54289874329108623
78.49751,0.113,7,-17.795,73.985,106.936,0.5723384267593626,0.36825203871606266,203228,0.50338123620631914
386.79465,0.173,8,-10.118,374.015,125.787,0.5889320858529523,0.34936636110900054,309890,0.0
159.26812,0.0,0,-10.599,159.268,80.945,0.6069013824965412,0.43893284954222317,143821,0.64736881655268119
354.01098,0.0,11,-12.507,354.011,131.348,0.717670524728552,0.4793084593382274,702585,0.56571585052379558
163.10812,0.0,11,-9.68,163.108,148.077,0.5514273069399679,0.3898475265734618,455699,0.26586104921065007
171.57179,0.0,11,-6.753,163.823,87.735,0.4675699664299343,0.0,249389,0.21508031850922793
513.61914,0.0,9,-9.31,510.108,111.756,0.2984096783882951,0.2150212953240427,758046,0.24906579485370342
338.02404,0.274,9,-26.862,325.381,103.562,0.725974866335633,0.46397951389833614,367592,0.53595380166566142
212.92363,0.241,5,-15.237,206.849,112.222,0.43053890741728074,0.3163540008222974,495041,0.0
271.12444,0.351,1,-3.264,262.269,174.49,0.4999392209886847,0.3744494304968199,681735,0.61121462261113868
229.72036,0.508,6,-7.336,216.247,106.01,0.6317025616094519,0.45821074150211255,557613,0.27077599894632748
219.402,0.0,0,-9.07,219.402,85.811,0.4955022071031012,0.3224825778758644,646698,0.5763999812554107
265.09016,0.107,8,-10.578,265.09,143.748,0.7863591368360506,0.42041261759961973,117266,0.6299678313732745
264.41098,8.899,11,-18.576,257.701,107.965,0.543971486595895,0.3586856662337679,292085,0.3775316449767025
190.17098,0.0,7,-15.494,170.475,117.535,0.6279707530899492,0.4558846785517218,774160,0.21508031850922793
262.79138,0.171,5,-5.549,250.032,172.909,0.6268031063273776,0.4052346907874076,521596,0.60904394267734374
188.26404,7.715,8,-4.365,188.264,153.713,0.8216973167394691,0.6017297557100237,812391,0.44713579628617778
110.10567,0.496,0,-6.566,106.04,133.96,0.3949625000942707,0.310087326212534,607335,0.31956598688286503
191.81669,0.485,2,-4.888,179.821,128.018,0.7490298749983422,0.5755012051454431,574824,0.36037058271214062
201.32526,0.45,7,-6.645,198.653,201.21,0.5501038502561703,0.38623768283972165,522573,0.24906579485370342
208.1171,0.284,2,-11.703,200.545,103.829,0.33122624064054484,0.2265160830717267,181942,0.34580223396532944
190.74567,0.526,0,-16.39,188.256,125.693,0.47432901969918567,0.0,364545,0.0
277.28934,0.206,10,-5.64,277.289,98.507,0.9093248336581043,0.6770875467122787,280978,0.47405483093120077
227.60444,0.113,11,-10.459,216.004,114.216,0.48118021177808756,0.37949565056873846,152528,0.0
267.17995,0.0,10,-10.481,257.66,111.81,0.6554834784453758,0.44521698744131516,614267,0.40723301490110481
227.99628,8.028,5,-22.074,212.904,126.615,0.6134649321348336,0.4121155534594195,78310,0.41598311828845852
205.16526,0.108,2,-3.862,199.918,134.009,0.8510730089495435,0.5904492768121657,322341,0.64594283712971379
265.82159,0.127,5,-5.742,261.05,118.62,0.6091819919205147,0.5092430986786269,400019,0.42744657148843085
237.71383,0.131,6,-7.881,229.959,112.965,0.580788349849546,0.0,679132,0.0
179.98322,0.0,10,-16.877,165.837,84.688,0.3693542524514358,0.30502458224869444,577075,0.35326135426498728
155.6371,0.322,0,-15.437,146.204,108.462,0.7044114702369764,0.4694259079758136,138028,0.55718776751863441
162.24608,0.162,3,-15.925,160.189,116.083,0.469671583464309,0.35747040306544636,597365,0.0
119.30077,0.885,2,-8.977,111.961,151.357,0.4117890700534452,0.4064096562655635,98008,0.72572505343342608
167.78404,0.374,4,-9.966,162.342,166.09,0.736677413340632,0.5261825563468479,92649,0.57865818775697131
342.09914,0.084,8,-5.097,327.86,154.113,0.5899030222694012,0.4206925878660276,620380,0.46054128135865785
277.55057,0.188,0,-9.776,264.597,80.975,0.6745194565725025,0.4415590825137195,229049,0.77759647837345469
185.83465,0.063,2,-7.541,180.024,146.051,0.6268213269397005,0.3887526034036332,293906,0.4944895175021134
246.04689,0.519,7,-18.679,238.51,186.511,0.4857929193413322,0.33287056693742817,175615,0.33470654906922059
266.84036,0.165,1,-4.919,262.815,87.525,0.8426730510966314,0.8728389206241831,112167,0.56335509597734579
169.87383,0.218,7,-4.716,162.453,166.864,0.858677441848304,0.618219159411858,104838,0.59264120334676174
227.082,0.0,7,-9.527,222.058,146.606,0.15960546998398473,0.3283663003097136,243532,0.0
236.95628,0.0,7,-6.774,224.374,142.82,0.6797481414439356,0.45859540287695577,426096,0.55376659245768534
161.88036,0.194,2,-3.471,156.462,166.531,0.4874456479269531,0.38314073102074364,34539,0.23962909777363708
131.68281,1.16,4,-6.583,121.922,151.199,0.5090476696745728,0.30805836253115204,493633,0.0
188.31628,4.743,10,-10.553,169.842,186.393,0.6982916236578486,0.45385026533052464,47639,0.0
242.62485,0.0,1,-2.198,236.495,90.18,0.871010615313384,0.8792367447378946,14297,0.58692469804155512
302.28853,0.467,2,-20.869,289.622,104.989,0.598332500361939,0.3205079184177614,620181,0.57010593005838783
127.05914,0.165,7,-5.454,127.059,105.434,0.5940475040246616,0.47136204988725994,509547,0.46630483075728635
87.45751,0.797,4,-25.221,87.458,120.234,0.6391587078833617,0.49754408514922444,275719,0.57292014794652313
197.90322,2.606,0,-9.241,188.714,85.515,0.5658198469577149,0.30814406064184013,632888,0.26695518627553855
243.66975,0.0,5,-5.955,236.832,92.471,0.47921800091105654,0.33285651445677245,240758,0.20639691576396524
255.99955,0.177,7,-6.155,253.498,113.485,0.9339161063701853,0.7786735791842135,296589,0.83693012195560457
256.73098,0.0,11,-7.479,245.412,120.103,0.6391653180567353,0.443395584873968,818242,0.4623799459732465
340.79302,0.287,6,-2.871,324.795,110.058,0.447913957610236,0.4225755234173201,53684,0.36560316273783999
61.83138,0.191,5,-21.439,56.697,76.354,0.552704814467477,0.3870083217942033,86066,0.0
267.80689,0.212,5,-4.96,252.105,96.98,0.8598733119890262,0.5330853751571502,571090,0.71589479635871756
225.09669,0.0,4,-6.504,225.097,94.234,0.6386140224507543,0.601436482837353,281047,0.74765467502576877
233.24689,0.0,4,-11.638,217.554,99.133,0.5236330317813918,0.3483500222239171,41797,0.26586104921065007
201.16853,0.566,2,-13.419,189.835,66.246,0.592472072955975,0.42062740133562165,72070,0.27845917877986076
199.36608,0.229,0,-7.434,195.21,161.979,0.37937119955936405,0.27292679689210003,1749,0.0
236.64281,0.115,8,-8.025,231.149,86.918,0.8345385855902719,0.4773108810670025,174343,0.62736344757591989
188.94322,0.0,7,-7.549,183.542,99.077,0.6653221619060184,0.3942171989010042,234413,0.0
384.60036,0.334,1,-18.891,365.209,92.331,0.5643338386201754,0.3870810844539545,296868,0.26695518627553855
237.19138,0.275,1,-5.129,233.529,164.041,0.705491779875456,0.39345711137576006,109905,0.0
297.45587,0.206,2,-4.249,292.659,123.829,0.5908165135922658,0.3760663614521953,59548,0.51351702853713854
174.18404,0.148,3,-4.861,165.465,146.93,0.4333772719415792,0.0,656234,0.0
356.04853,0.0,4,-9.159,356.049,85.401,0.6759195565215971,0.5110543538982074,703040,0.48903820917268309
330.63138,0.548,7,-13.527,311.043,70.784,0.6211210512857237,0.4356840702087019,420745,0.40511572169138649
239.35955,0.365,7,-6.545,225.884,122.414,0.6200416947183899,0.3649755953962232,603776,0.0
215.64036,0.0,2,-7.742,206.118,110.462,0.5891907252881577,0.4394389955271936,252899,0.30914295537323311
154.27873,0.0,9,-8.073,148.579,92.755,0.4597971288376104,0.3499126116745628,24739,0.0
204.59057,0.165,8,-7.162,201.421,159.9,0.6897930711489744,0.37784917296277154,384801,0.59175416059578445
216.21506,0.177,0,-10.172,203.558,127.601,0.5958117467766225,0.3871137653888301,220083,0.37598430150044215
343.43138,0.299,3,-9.808,321.788,94.705,0.6559214175882668,0.5783016335967479,40838,0.75143661730476741
247.11791,0.0,0,-5.178,244.791,161.853,0.756063870842891,0.4914688816374959,519747,0.55316675350079247
223.18975,2.078,7,-9.049,223.19,139.91,0.540862601844078,0.4824909724443361,784667,0.48032936906108537
276.37506,0.154,5,-5.031,248.401,96.123,0.4564680724485116,0.365075970976099,802468,0.30599288651581996
165.11955,2.699,7,-3.519,159.707,147.003,0.0,0.0,725602,0.0
172.14649,0.084,6,-6.088,161.994,104.115,0.8311971771073585,0.7761677423241047,676528,0.65031507615650253
193.69751,6.792,6,-5.583,193.698,125.971,0.47880444526969634,0.3128277665798783,671562,0.57972874861393564
198.05995,0.0,5,-4.62,198.06,90.356,0.6314422242576598,0.448840337604123,246006,0.63782886618221313
335.09832,0.432,9,-8.928,322.868,182.721,0.44276965005690455,0.29498661655523356,531118,0.0
317.46567,0.0,6,-6.806,303.09,133.325,0.5932406439494342,0.4642775002458007,10180,0.79056680235816312
300.59057,0.316,8,-8.705,279.237,135.909,0.48214832497096216,0.3441981874832948,343272,0.5114243256864599
333.58322,0.0,1,-6.282,328.841,96.384,0.5033546141595812,0.30150587751163294,219141,0.33470654906922059
221.962,1.095,3,-9.607,216.439,138.033,0.48769397159097466,0.34197680383144013,25800,0.0
219.61098,0.0,8,-12.301,201.741,136.217,0.6302474951043119,0.3779044797822591,7978,0.4944895175021134
232.202,0.205,0,-17.938,220.578,130.229,0.8816947313074415,0.5682014218067547,277110,0.48253537879702418
156.55138,0.148,10,-22.359,150.169,134.539,0.5514349601165499,0.3517177511209014,471047,0.0
397.08689,0.0,6,-5.456,397.087,87.351,0.6741604753853119,0.4784907329726669,30736,0.73220371614668023
63.63383,3.582,0,-31.708,63.634,35.351,0.6391587078833617,0.49754408514922444,422111,0.43483809026085618
259.21261,0.147,2,-7.742,248.094,113.41,0.35442465023199426,0.3839149947141444,647068,0.61045737497524311
269.34812,0.0,0,-2.976,262.931,124.915,0.8339679720525084,0.5769038155883393,9152,0.476435219642529
152.0322,0.0,1,-15.95,135.697,91.087,0.7653570130635742,0.7551499130578622,79578,0.63714819077551099
238.52363,0.0,2,-8.14,233.506,88.011,0.7550413499986275,0.4585920249078077,312553,0.349166902124596
319.92118,0.0,1,-4.636,303.462,90.086,0.5716816265745298,0.5400077502099329,9045,0.63782886618221313
243.06893,1.019,0,-10.502,239.52,141.816,0.8659700063313627,0.594733860303222,53426,0.59492365715315298
271.64689,0.0,7,-7.537,267.865,192.417,0.5975318646122364,0.0,508013,0.0
208.16934,0.0,4,-2.14,205.816,197.722,0.8011364496076413,0.6055071356905752,128122,0.56759172504239119
234.31791,0.073,6,-6.428,224.299,133.827,0.6308718792944613,0.41511460803695666,15284,0.64001731880124746
200.64608,0.0,9,-5.05,194.792,94.709,0.5542264666164733,0.4249318351787764,534167,0.52482225819051131
248.2673,0.212,0,-8.19,232.2,95.997,0.6377721594176248,0.5408325519524202,514111,0.349166902124596
183.87546,0.141,10,-17.087,176.327,95.073,0.5297880410812457,0.4201141802650848,809177,0.46630483075728635
209.05751,0.311,5,-4.159,197.045,156.758,0.8421933500213756,0.5504228248591988,163978,0.65139259169225106
173.45261,2.043,4,-30.712,160.932,81.623,0.6680872955603172,0.45938742461313786,816059,0.0
391.49669,0.299,7,-17.91,373.394,65.097,0.44437243088957856,0.29533281954469626,142144,0.21204540548371908
263.13098,0.258,11,-5.97,246.155,101.013,0.3467445104799772,0.3067840169704845,602387,0.26586104921065007
232.98567,0.156,7,-4.118,227.614,90.131,0.6098197611515211,0.4199679357708968,559844,0.5114243256864599
299.49342,0.0,11,-6.304,294.568,143.01,0.5500324434683166,0.41774532606921616,626957,0.38293509007501925
174.28853,0.0,11,-5.469,160.955,197.631,0.6174384612413234,0.39297728930348147,539843,0.4944895175021134
151.43138,0.517,5,-4.515,147.783,104.08,0.5887819593694067,0.41540895186750293,31407,0.86700849127917057
342.88281,0.0,0,-25.521,333.589,72.677,0.3272331914161043,0.06372498646333741,202996,0.0
163.86567,0.113,1,-5.653,158.343,126.113,0.588278825524752,0.40360200795605783,176415,0.26586104921065007
525.47873,0.311,6,-8.575,518.693,121.847,0.6839515036360737,0.46296398721197823,206964,0.72150207505207076
249.93914,0.206,9,-13.832,242.265,119.981,0.5207576346371982,0.40456653752608035,443912,0.0
1815.2224,0.231,0,-11.534,1796.894,262.828,0.37703408512839853,0.3361911556849339,608293,0.25383473613223129
299.4673,0.486,7,-12.935,287.718,89.818,0.5045657618752406,0.34948848236169633,88559,0.5114243256864599
266.78812,0.206,10,-6.858,262.229,180.02,0.6044790069718515,0.39048953512187623,312458,0.0
264.61995,0.253,9,-5.0,260.539,109.896,0.5337244769394693,0.3707476836905326,236221,0.50338123620631914
256.39138,0.146,9,-14.966,243.525,56.184,0.7161017052367913,0.5145233784406406,696967,0.61736561757178177
535.69261,2.026,1,-6.983,525.549,128.319,0.6002749102983043,0.41315985877344386,208420,0.0
252.682,0.346,7,-11.482,245.772,89.919,0.4048233033081587,0.28805028537557953,238124,0.0
293.04118,0.0,7,-3.961,286.401,100.209,0.6086413306781426,0.4433348937188219,244846,0.68461308554066258
132.70159,3.094,2,-7.692,125.167,129.293,0.5431614231048449,0.38841622423674865,293796,0.79080307967747554
274.93832,0.374,3,-7.023,263.726,151.164,0.45062527216347104,0.3258312404870052,310698,0.0
275.9571,0.0,8,-3.996,271.569,84.159,0.7202120515210989,0.4763001897113114,128152,0.68787371497317529
257.14893,0.0,2,-6.946,250.329,191.406,0.8816947313074415,0.5682014218067547,43052,0.40003965695463956
202.9971,0.525,1,-11.772,192.865,85.0,0.5891362695784569,0.40924801322128795,290794,0.46492399418071773
348.44689,0.16,0,-5.817,345.687,131.502,0.7803098506846914,0.4856823691614736,734778,0.57510350133299537
237.11302,0.0,9,-3.492,233.355,179.001,0.6334011896720089,0.45854917593860034,641616,0.3231121208952123
202.00444,0.096,0,-12.826,191.263,117.58,0.6167528648398227,0.37072581745115313,191749,0.43483809026085618
211.90485,2.223,0,-7.963,201.747,124.043,0.505644261572307,0.351210536532264,345570,0.0
86.09914,0.0,4,-15.002,79.999,203.792,0.38230828283667867,0.28356259598084455,581460,0.0
27.89832,0.136,9,-3.959,27.898,137.645,0.639249551657065,0.4138850976661145,257800,0.66225115430188031
291.89179,0.223,4,-8.094,276.132,124.028,0.5072582038410642,0.24597315485208177,74971,0.53066303014414939
261.8771,0.0,8,-10.954,251.199,95.229,0.5682104144154498,0.33235246391393714,810618,0.0
149.21098,0.473,5,-23.374,149.211,69.018,0.4055927912419118,0.0,800656,0.0
218.22649,2.606,11,-15.135,211.185,61.117,0.601245988380812,0.4610265205475154,505846,0.38679017713901431
215.95383,0.0,6,-16.105,211.516,93.395,0.5895126341409691,0.38490224958868957,155036,0.33470654906922059
341.08036,0.183,7,-9.276,336.742,188.018,0.740796616151389,0.5557416730659576,614972,0.54523029389836131
334.52363,0.172,5,-10.401,327.982,107.329,0.5422327171052012,0.34154441251964296,725674,0.26586104921065007
1023.86893,0.0,4,-13.806,1017.353,126.57,0.5184423040510363,0.42203383557785346,613074,0.0
284.26404,3.193,7,-7.107,269.137,97.865,0.6578268856404534,0.45873080635884184,32993,0.58920772557627576
274.54649,2.937,1,-7.484,254.845,85.979,0.5635835862578168,0.38852729330596053,535107,0.0
132.96281,0.0,11,-12.451,132.963,80.162,0.5842661817279184,0.4515707707543305,56687,0.65287839247639468
148.06159,0.264,7,-19.002,141.485,95.389,0.540750151435823,0.3796512190020614,348099,0.26695518627553855
154.8273,0.131,7,-3.471,151.615,175.945,0.500510256360053,0.41478386309228343,233801,0.43483809026085618
213.26322,0.229,5,-6.146,205.7,94.987,0.9178639058476191,0.9082026192084819,265313,0.22175611908353038
116.45342,0.118,0,-21.623,109.581,97.519,0.553104832920521,0.36035044785399334,373701,0.21204540548371908
178.96444,0.0,7,-8.007,178.964,156.616,0.46999196321207876,0.3272589773628203,515079,0.24152448241652583
142.21016,0.0,2,-15.344,129.858,125.217,0.5285096781804877,0.0,482038,0.0
283.48036,0.0,7,-2.525,259.477,160.589,0.6623740258876866,0.3888819542043598,480397,0.59764079771477685
160.26077,0.0,4,-10.444,153.432,85.538,0.4321364774207179,0.36256359183067294,302077,0.55032633619324944
69.90322,0.0,3,-7.949,60.889,169.654,0.6457200233360104,0.543954417055839,310447,0.77952716829009372
34.08934,0.212,9,-23.637,34.089,129.953,0.4704146136831491,0.3102989963854615,64571,0.0
228.85832,0.097,3,-12.923,212.776,118.198,0.44932361520766173,0.34328188178708335,766272,0.0
336.66567,0.908,5,-13.25,320.615,138.021,0.4480253455381388,0.39362217173199315,323874,0.48032936906108537
199.47057,0.0,9,-6.331,196.632,91.988,0.9089842956402567,0.562506672288816,12180,0.43139461111414135
201.97832,0.189,8,-15.845,198.415,90.59,0.4862443470336822,0.37786996610047535,724914,0.0
338.96444,0.0,6,-13.486,323.483,110.361,0.4109128807304758,0.3126785596305983,753955,0.38679017713901431
137.06404,0.27,10,-4.695,125.457,118.776,0.7740371421614921,0.5217266477912379,512225,0.5519215149416955
294.76526,2.305,4,-14.845,290.453,92.32,0.6834557007638835,0.4271229698860146,367177,0.61736561757178177
207.20281,0.2,11,-5.02,203.088,119.057,0.49191077140417266,0.38347032753511867,714363,0.0
278.96118,0.0,10,-5.682,274.75,175.781,0.460409667072096,0.44234844848420407,223396,0.37598430150044215
399.04608,0.235,11,-12.712,391.262,123.401,0.6042595598579541,0.4610230157261765,747512,0.34092275586437804
333.19138,0.0,5,-6.996,316.534,196.429,0.6949834090734855,0.42978028579125227,518086,0.62749485367005065
519.13098,0.0,0,-6.591,509.73,131.642,0.6726805928835387,0.47638910882585617,622804,0.72837717685735504
162.45506,0.374,2,-13.158,150.013,99.701,0.4979421060663372,0.34107330104708233,369461,0.30416950343527516
310.72608,0.0,1,-6.192,303.758,111.67,0.6453679560153077,0.4230219215750594,225156,0.0
247.01342,0.0,11,-6.08,247.013,114.072,0.705491779875456,0.39345711137576006,114401,0.0
264.09751,0.0,8,-4.762,257.144,74.697,0.927985930523823,0.599859524967033,230648,0.45744716708510053
159.08526,0.082,6,-6.856,154.686,115.616,0.49019363397840465,0.37747250731152715,747113,0.0
263.31383,3.558,6,-6.715,263.314,87.327,0.5634215630969017,0.40203385602278635,31500,0.62119568405957903
219.68934,0.345,0,-10.768,209.548,161.176,0.7740371421614921,0.5217266477912379,509702,0.7335410557040547
239.80363,1.001,8,-4.554,226.29,131.909,0.620379479284656,0.4078984664579443,776027,0.24695084093549896
239.20281,0.623,7,-11.084,233.848,115.304,0.6745194565725025,0.4415590825137195,650589,0.66653237909426755
217.59955,6.676,0,-3.955,208.805,130.867,0.9099575227418693,0.5879166787876919,402958,0.89031400371697433
210.31138,0.223,7,-8.761,204.249,141.872,0.44443724904294046,0.0,515003,0.0
218.22649,0.467,5,-8.485,209.374,133.3,0.8429721082595102,0.7553347844368581,241960,0.49271363957256076
285.98812,0.328,3,-11.341,275.749,136.32,0.6559214175882668,0.5783016335967479,40839,0.75143661730476741
340.11383,0.571,2,-13.692,328.377,153.833,0.7306695019354311,0.6238352009226658,1156,0.54999863716880093
64.65261,0.189,8,-4.592,57.789,157.696,0.6800422556189691,0.4498181731106692,598477,0.46971243131895563
192.1824,0.136,9,-3.853,182.619,146.64,0.6058740493326593,0.433945513830991,447998,0.5114243256864599
234.16118,0.0,10,-20.767,229.587,182.393,0.5604116856288465,0.3419045735408989,248731,0.0
146.1024,0.357,2,-5.804,134.536,89.984,0.4507431775216858,0.3312149897920565,227650,0.26230899721194523
240.40444,0.38,0,-3.33,236.147,131.991,0.4009936870859755,0.3943546838394161,328380,0.23962909777363708
169.22077,0.266,9,-15.647,163.225,150.59,0.5205537457116164,0.35597435894657803,567051,0.40511572169138649
208.66567,0.948,7,-7.792,193.451,132.159,0.7142014472093124,0.49612334604345754,62348,0.30168175673163627
223.05914,0.106,5,-8.961,206.025,151.741,0.6249671064026375,0.40971267828672114,673082,0.27077599894632748
232.28036,0.454,11,-15.606,226.795,117.495,0.5225901845504569,0.39064123587831157,68828,0.0
179.93098,0.218,0,-13.949,165.251,102.006,0.5708253226408206,0.40358823765010066,608786,0.0
